5258,"thương một người","Thương ai về ngõ tối...",50087,29,"Trịnh Công Sơn",""
5259,"thương tiếc","Ánh đèn vàng hiu hắt…",50688,29,"Nhạc ngoại",""
5260,"ngọn lửa tuổi hai mươi","Có một người con gái tuổi hai mươi  xa Hà Nội…",52396,29,"Thanh Bình",""
5261,"qua xóm nhỏ","Rồi chiều nào anh qua xóm vắng  đã mấy mùa trăng...",52808,30,"Mạnh Phát",""
5262,"sài gòn quê hương tôi","Sài Gòn quê hương tôi những năm tháng xa xôi đã qua...",53196,31,"Đức Trí",""
5263,"tình buồn đêm mưa","Khi đêm mưa rơi mãi…",50840,29,"Nhạc Hoa",""
5264,"về với thiên nhiên","Em đi lên rừng băng qua con suối sâu nghe tiếng chim rộn vang...",54855,40,"Hoàng Vũ",""
5265,"hãy để anh được yêu","Người hỡi từ lúc đôi ta quen nhau người có biết...",57050,48,"Lương Ngọc Quý",""
5266,"những ngày thứ bảy trong năm","Một ngày mưa anh chờ em trên phố...",54101,37,"Nguyễn Duy Hùng",""
5267,"tiếng chuông đêm noel","Em đi mừng lễ Giáng sinh đêm nay qua bao con phố...",54117,37,"Sông Trà",""
5268,"còn mãi tìm nhau","Tìm trong cõi chia lìa niềm đau  ta lạc bến bờ xưa...",55267,42,"Trịnh Công Sơn",""
5269,"lặng câm một mối tình si","Chiều nay tôi ngồi nhìn mây trôi lòng sao bỗng bồi hồi...",54761,40,"Nhật Đăng",""
5270,"mơ về quê cũ","Di da… Lặng ngắm mây…",51537,29,"Nhạc Hoa",""
5271,"một thoáng phú yên","Biển muốn nói gì với tôi mà sóng mãi hát lời thiết tha…",54515,39,"Lê Anh Vũ",""
5272,"mơ ước tuổi thần tiên","Hôm nay ca vang tia nắng vừa sang  mắt nai em thơ chờ đón...",54788,40,"Tường Văn",""
5273,"tương tư 4","Phải chi em đừng có chồng và anh còn đơn côi Thì giờ...",58205,52,"Mặc Thế Nhân",""
5274,"đêm nay em thấy cô đơn","Một chiều anh đã đến...",50841,29,"Nhạc ngoại",""
5275,"đêm qua nhớ bạn","Đêm i hôm qua mình tôi nhớ bạn i lình tinh lính tình tinh...",56048,45,"Dân ca quan họ",""
5276,"vẫn còn yêu","Tưởng đã không còn yêu như ngày ấy...",55662,43,"Diệu Hương",""
5277,"đi trong hương tràm 1","Hò ơ… gió Tháp Mười đã thổi thổi rất sâu…",52131,29,"Cổ nhạc: Lê Quang Trung",""
5278,"đất nước mùa xuân","Mùa xuân đã về hoa nở đẹp khắp đất trời...",54027,37,"Chương Đức",""
5279,"dĩ vãng buồn","Chuyện ngày xưa em đôi tám mộng mơ…",52001,29,"Thanh Sơn",""
5280,"đường về hai lối","Em yêu giờ có lẽ ta mãi chia tay nhau rồi…",56374,46,"Duy Mạnh",""
5281,"hai bà trưng","Ngày xưa bên ta  Hán xưng hùng cướp đất nước...",55319,42,"Trần Đức Tâm",""
5282,"khi tình yêu đến","Tình đến cho ta đam mê  tình đến con tim dại khờ…",52764,30,"Trương Lê Sơn",""
5283,"này cô em","Này cô em mắt yêu đời...",50845,29,"Nhạc ngoại",""
5284,"phong nha huyền ảo","Phong Nha ơi Phong Nha mây kết ngẩn ngơ...",54817,40,"Lê Anh",""
5285,"tự tình khúc","Tôi như trẻ nhỏ ngồi bên hiên nhà chờ xem thế kỷ tàn phai…",56606,46,"Trịnh Công Sơn",""
5286,"với anh","Khi xưa em bé em hay mộng mơ trò chơi công chúa nhiệm màu…",56625,46,"Hồ Hoài Anh",""
5287,"yêu dấu ơi","Yêu dấu là yêu dấu ơi yêu dấu đang ở đâu rồi có hay rằng…",53662,34,"Trần Huân",""
5288,"đêm không em","Thời gian đa không quay lại với tôi rồi...",56994,48,"Đỗ Tùng Lâm",""
5289,"pha lê tím - remix","Một ngày nào tình cờ",57426,49,"Nguyễn Văn Chung",""
5290,"mùa xuân trở về","Có giọt sương lấp lánh trên cành mai Mai vàng nở mùa xuân...",58887,54,"Võ Thiện Thanh",""
5291,"cám ơn đời cám ơn anh","Nắng về đâu để từng cơn mưa rơi hoài trên lối quen...",54170,38,"Vũ Quốc Bình",""
5292,"hát mừng anh hùng núp","Đây bất khuất Tây Nguyên cao cao  núi mây điệp trùng...",53882,36,"Trần Quý",""
5293,"lời từ biệt tình yêu","Thế là ta chia tay nhau  cuộc tình đầu giờ như cơn gió…",52513,29,"Lê Quang",""
5294,"màu hoa cài áo","Con hỏi mẹ sao cài hoa màu trắng  vào những ngày báo hiếu...",55618,43,"Võ Tá Hân",""
5295,"mùa thu mây ngàn","Chiều nay có mùa thu đi về  buồn vương mây ngàn...",53449,33,"Từ Công Phụng",""
5296,"người đi đâu","Người ơ ơ đi đâu ấy mấy người ơ ơ đi đâu ơ ơ...",54304,38,"Dân ca quan họ Bắc Ninh",""
5297,"ru em bằng tiếng sóng","Tiếng sóng ru bãi cát…",50002,29,"Dương Thụ",""
5298,"tiếng gọi sông đà","Anh lên đây với quê em đất Mường…",50796,29,"Trần Chung",""
5299,"tình mãi theo ta","Lòng còn mang thương nhớ xin em quay về đây…",52833,30,"Lê Quang",""
5300,"khúc nhạc ngày xuân","Ngàn hoa thắm tươi hé môi cười mừng chào đón xuân…",53571,34,"Nhật Bằng",""
5301,"khúc nhạc tình nồng","Nhớ khúc hát xuân năm nào…",50871,29,"Nhạc ngoại",""
5302,"ước hẹn ngày hè","Đêm trống tênh chợt cơn gió qua  mang tiếng anh đến gần...",54363,38,"Đinh Đức Minh",""
5303,"vẫn yêu dại khờ","Biết yêu đương là tiếc nuối...",51559,29,"Quốc An",""
5304,"yêu là yêu","Yêu con tim thường hay yếu đuối  yêu ta thường quên đi lý trí...",54374,38,"Trương Lê Sơn",""
5305,"tập lái ô tô","Pí pò pí po em tập lái ô tô  pí pò pí po sau này em lớn...",53802,35,"Nguyễn Văn Tý",""
5306,"ly rượu đắng cay","Ly rượu này ta uống đêm nay ta uống đêm nay cho đời...",58861,54,"Kim Vũ",""
5307,"rồi một mai","Rồi một mai  rồi một mai vắng anh ngàn năm…",54558,39,"Tường Văn",""
5308,"thoáng một giấc mơ","Từ khi em đã xa tôi...",51552,29,"Thăng Long  ",""
5309,"tình đã lãng quên","Tình ơi sao mau lãng quên",57369,49,"Duy Mạnh",""
5310,"bâng khuâng chiều mưa","Hôm nao cùng nhau tay trong tay đắm say...",52459,29,"Tuấn Thành",""
5311,"chỉ còn bóng em bên đời","Còn đâu nữa bao nhiêu tháng năm ta bên nhau...",56288,46,"Hoài Phương",""
5312,"kangualai","Nhìn lại một lần này cô bé ơi ...",51492,29,"Nhạc Hoa",""
5313,"thành phố không có mùa đông","Thành phố không có mùa đông  nắng hồng hồng trên…",52283,29,"Phan Long",""
5314,"tình yêu và giấc mơ","Trong đêm mơ gặp nhau  gọi tên nhau mãi nhưng không gần nhau...",54592,39,"Xuân Quang",""
5315,"ngày không tên","Mình sẽ xa lạ nhau  dòng thời gian trắng bên trời...",55059,41,"Việt Anh",""
5316,"tình yêu như bóng mây","Rồi mai tôi sẽ xa Đà Lạt…",50849,29,"Nhạc ngoại",""
5317,"trách người đi","Sương lam tuôn rơi hắt hiu trên hàng thông xám...",55155,41,"Đan Trường",""
5318,"trái tim đang yêu","Lần đầu gặp em là anh đã biết nơi trái tim anh sẽ trao tiếng yêu về người...",56227,45,"Minh Vương",""
5319,"trường sa trường sa","Một quần đảo xa giữa biển Đông  một vùng biển xanh xanh...",54603,39,"Phạm Đăng Khương",""
5320,"chàng đi săn","Anh đi a đánh bẫy cái trên mà bưng  đánh bẫy…",52599,29,"Lư Nhất Vũ",""
5321,"chiều làng em","Quê em nắng vàng nhạt…",51090,29,"Trúc Phương",""
5322,"giấc mơ trong đời","Em xin em đừng đi  hãy để trái tim anh tìm chút đợi chờ...",54234,38,"Vũ Quốc Việt",""
5323,"nơi con đường mưa","Có nhớ thương có giận hờn có đắng cay mới nên tình yêu...",55774,44,"Lê Huy",""
5324,"tiếng hát những đêm không ngủ","Âm vang bao tiếng ca...",50723,29,"Phạm Tuyên",""
5325,"tiếng ru ngày xưa","Tuổi thơ em sông trưa hè tắm mát chú dế mèn...",56861,47,"Nguyễn Ngọc Tài",""
5326,"tình khúc cuối","Đa đoan nặng gánh đa tình  rối mù chẳng nẻo quên mình...",55554,43,"Thập Nhất  ",""
5327,"ví dặm","Bà con ơi nghĩ ơ lại cảnh nước mất nhà ơ tan chứ nỗi thống khổ…",53655,34,"Dân ca Nghệ Tĩnh",""
5328,"hoài nghi","Ngày ta chia ly  đoạn đường anh đi...",57057,48,"Lương Bằng Quang",""
5329,"giận hờn vu vơ","Phải có lúc giận hờn vu vơ đã khiến ta rời xa",57555,50,"Nguyễn Hoàng Duy",""
5330,"không thuộc về em","Đã cố gắng yêu anh nhiều hơn Nhưng chẳng thể làm lòng anh...",58497,53,"Nguyễn Văn Chung",""
5331,"chỉ tình yêu anh mất","Tưởng rằng mây sẽ không trôi  tưởng rằng sông sẽ không vơi...",55997,45,"Quốc Bảo",""
5332,"điều chưa nói","Tôi có nói gì đâu mà mắt em đầy ý hỏi  mà môi em…",52186,29,"Tô Thanh Tùng",""
5333,"khi lá vàng rơi","Có những đêm nào mình nhớ tên nhau  có phút giây nào đời vắng xôn xao…",56431,46,"Nguyễn Nhất Huy",""
5334,"nhớ mưa sài gòn","Đã qua rồi những ngày mưa chợt nắng...",53925,36,"Vĩnh Tâm",""
5335,"như hoa hướng dương","Như hoa hướng dương hướng về mặt trời...",54099,37,"Tô Vũ",""
5336,"ô kìa xuân","Ô kìa mùa xuân nắng về ngập ngừng chốn xa...",52274,29,"Tiến Luân",""
5337,"thầy tôi","Một mái tranh  một tấm lòng  thầy mang ra ngoại thành…",52819,30,"Lê Văn Lộc",""
5338,"xa vắng một tình thương","Ngày thơ con không nghe tiếng ru của mẹ  vắng xa một tình thương...",56902,47,"Hoài An",""
5339,"lướt sóng ra khơi","Dạt dào biển mênh mông  sóng vỗ nhịp thân tàu Đoàn ta ra...",58143,52,"Thế Dương",""
5340,"đò đưa bến khác","Mười hai bến nước biết đâu trong…",50402,29,"Hà Phương",""
5341,"gió về biển khơi","Dô dô hò dô...ai có về biển quê tôi  về miền Trung...",54239,38,"Trần Xuân Tiến",""
5342,"hát cho dân tôi nghe","Hát cho dân tôi nghe…",50549,29,"Tôn Thất Lập",""
5343,"mơ những ngày nắng lên","Trong nỗi buồn lãng quên  tình như gió thoáng qua…",52524,29,"Nguyễn Nhất Huy",""
5344,"môi hồng","Ba me hay thường la mắng  con gái phải nết na...",53021,30,"Nguyễn Ngọc Thiện",""
5345,"rồi tình cũng phôi pha","Rồi em cũng đi xa  rồi ngày tháng trôi qua...",53480,33,"Ngô Tùng Văn",""
5346,"tình thắm duyên quê 2","Anh ơi khoan hò khoan…",51368,29,"Cổ nhạc: Huỳnh Nguyên",""
5347,"để trái tim luôn gần nhau","Chia tay nơi đây những đêm dài vui bất tận…",56352,46,"Huy Tuấn",""
5348,"khúc nhạc tình quê hương","Đã biết bao nhiêu lần anh ngồi ngây ngất say…",52768,30,"Hoàng Phương",""
5349,"khúc tình buồn","Lang thang chiều mưa hoang…",50696,29,"Nguyễn Ngọc Thạch",""
5350,"mộ gió","Đại dương kia xa nghìn trùng  bão táp đưa người đi...",54511,39,"Unlimited",""
5351,"trễ hẹn","Anh không đáng tin cứ dối gian em bao lâu nay  em sẽ không tin...",56229,45,"Lâm Nguyễn",""
5352,"về bên anh","Con đường vắng Con đường trắng Cùng màn sương lạnh đêm nay vây kín...",58971,54,"Hoàng Tôn",""
5353,"mong em vui và hạnh phúc","Tình mình nay đã hết  đã không còn những yêu thương...",56777,47,"Phạm Bá Đức",""
5354,"vẫn yêu một mình","Có một người vừa hé...",51686,29,"Nguyễn Ngọc Thạch",""
5355,"chiến tranh","Hãy nhìn những đứa bé đang bơ vơ",57482,50,"Microwave",""
5356,"kim","Cớ sao buồn này KIM Cớ sao sầu này KIM Ai thương em hơn...",58854,54,"Y Vũ",""
5357,"đã đến lúc","Đã đến lúc ta ngồi gần nhau  để một lần...",52984,30,"Trần Huân",""
5358,"hãy cho em gần bên anh","Vắng bóng anh căn phòng trống vắng bóng anh sao chỉ có em…",54054,37,"Anh Quân",""
5359,"một lần nữa xin có nhau","Xin cho anh một lần nữa có em  không anh ơi vì tình ta đã phai...",53903,36,"Phương Uyên",""
5360,"tình hững hờ","Vào một đêm mùa xuân ngát hương  trời về khuya…",52426,29,"Thanh Sơn",""
5361,"hãy vượt qua chính mình","Hãy nhìn lên trời cao  hãy nhìn vào những vì sao…",52368,29,"Trần Quốc Hùng",""
5362,"khúc ca cuối cùng","Em sẽ khóc khi chiều đông  ôm nỗi nhớ theo dòng sông...",53014,30,"Lê Quang",""
5363,"khúc nhạc tình yêu","Đông tàn xuân lại ghé qua bên thềm ...",51149,29,"Lý Huỳnh Long",""
5364,"một sáng con về","Một sáng con về trên con đường đất nắng ôm lồng ngực...",52390,29,"Miên Đức Thắng",""
5365,"người mẹ gò me","Mẹ đã sống trọn tuổi xuân trong chiến khu Bình Đa…",52538,29,"Trần Anh",""
5366,"trở về với mẹ ta thôi","Trở về  trở về với mẹ ta thôi  giữa bao la một khoảng trời...",55558,43,"Trần Quang Lộc",""
5367,"gặp nhau làm ngơ 1","Nhớ khi xưa lạ nhau…",51420,29,"Cổ nhạc: Viễn Châu",""
5368,"vầng trăng dạ cổ","Theo nước lên xuôi dòng thuyền nhẹ trôi êm đềm dưới trăng…",53231,31,"Tiến Luân",""
5369,"có em","Cuộc đời nhẹ như giọt nắng rơi trên mái tóc em...",52985,30,"Jimmii Nguyễn",""
5370,"dưới giàn hoa giấy","Dưới giàn hoa giấy  nơi ấy năm xưa gió mưa chưa về nơi đây...",52982,30,"Hà Phương",""
5371,"mùa thu giấu em","Có phải mùa thu giấu em lâu đến thế  để cuối con đường…",56471,46,"Phú Quang",""
5372,"mùa xuân đi chợ viềng","Mùa xuân mùa xuân vui đi chợ Viềng  mùa xuân...",56789,47,"Đỗ Sơn Hà",""
5373,"gửi ánh trăng thề","Kìa nhìn lên cao soi ánh trăng lam lả lơi  nhịp chày...",54243,38,"Hoài An",""
5374,"nếu anh quên tất cả","Vì em ngồi gần anh gió bấc cũng thôi không lạnh căm…",55878,44,"Trần Lê Quỳnh",""
5375,"thương về xứ huế","Mây vương khói chiều  xứ Huế đẹp yêu kiều ...",53806,35,"Minh Kỳ  ",""
5376,"tình yêu còn đó","Tình yêu còn đó em lo sợ gì…",55706,43,"Phạm Mạnh Cương",""
5377,"tiễn bước sang ngang","Biết đến bao giờ Gặp lại người em thời ấu thơ  Để...",58187,52,"Hoàng Trọng",""
5378,"biết đâu (why)","Đêm nay  trong đơn côi chân anh đi về đâu khi trong con tim...",55231,42,"Nguyễn Hoàng Duy",""
5379,"chia đôi vầng trăng","Nơi trời cao xa lắm  tôi ước ao bước chân người quay trở về…",55814,44,"Tường Văn",""
5380,"khiêu vũ bên em","Nụ cười em xinh tươi làm bao gã si tình  nhìn theo dáng em...",55607,43,"Duy Mạnh",""
5381,"vòng tròn","Dưới góc phố trong một đêm mưa rơi có một chiếc xe hơi lướt qua…",56248,45,"Võ Thiện Thanh",""
5382,"lượn tròn lượn khéo","A chim bay chim bồ câu trắng…",50670,29,"Văn Chung",""
5383,"bước chân phiêu du","Nắng hồng rơi trên phím tơ  có người ôm bao giấc mơ",56951,48,"Nhạc: Quốc An, Lời: Tuấn Lực",""
5384,"bé quét nhà","Một sợi rơm vàng là hai sợi vàng rơm",57262,49,"Hà Đức Hậu",""
5385,"bụi bay vào mắt - remix","Em phải thức bao nhiêu đêm",57400,49,"Quang Huy",""
5386,"giấc mộng","Có ánh trăng tan trong màn đêm khi em ngước nhìn...",54728,40,"Hồ Trung Dũng",""
5387,"hỏi đá buồn không","Người đã đi rồi đá buồn không  tình đã tan rồi đá đau không...",53065,30,"Jimmii Nguyễn",""
5388,"lúa về đêm trăng","Trăng sáng trên mái đồi...",50259,29,"Phạm Thế Mỹ",""
5389,"nghìn năm thăng long","Thuyền về trên sông dậy sóng  người về xây đắp cơ đồ...",56800,47,"Chân Quang",""
5390,"tình như giấc mơ","Hỡi anh dấu yêu nhớ anh rất nhiều  thầm mong nhớ...",52296,29,"Quốc An",""
5391,"em tập đếm","Em tập đếm từ 1 lên 5…",52018,29,"Sông Trà",""
5392,"em tập tô màu","Em tập tô màu trên giấy trắng phau ...",51742,29,"Sông Trà",""
5393,"cây cầu dừa 1","Đã lâu lắm rồi em về thăm lại chốn xưa...",51701,29,"Cổ nhạc: Huỳnh Nguyên",""
5394,"bài ca mùa thu","Này em ơi em có nghe chiều nay…",50166,29,"Chu Minh Ký",""
5395,"bài ca tặng mẹ","Con kính xin dâng lên mẹ hiền tình yêu trong trái tim con...",54393,39,"Phạm Mỹ Lợi",""
5396,"có một người yêu em","Có những lúc nghe trong tim em sao buồn tênh...",54016,37,"Nguyễn Văn Chung",""
5397,"con cóc là cậu ông trời","Trời nắng chang chang  mồ hôi tuôn tràn  đồng lúa khô vàng...",54944,41,"Lã Văn Cường",""
5398,"hà nội những năm 2000","Hà Nội những năm hai nghìn  trẻ em không còn ăn xin...",56729,47,"Trần Tiến",""
5399,"hai cánh phượng buồn","Trao nhau hai cánh phượng buồn  rồi đây hai đứa ...",52203,29,"Thanh Sơn  ",""
5400,"mùa xuân trong đôi mắt em","Thành phố này thành phố mưa bay  như mãi mãi mùa thu…",52788,30,"Đức Huy",""
5401,"phút giây thần tiên","Hôm nay mây giăng…",50895,29,"Nhạc ngoại",""
5402,"rồi tuyết sẽ rơi","Thiếu tuyết trắng lấp lánh nhẹ nhàng",57348,49,"Đại Nhân - Thăng Long",""
5403,"nỗi nhớ lại về","Ngoài trời hôm nay",57630,50,"Hà Hải Đăng",""
5404,"bạn tôi ơi cảm ơn bạn","Ngày xưa khi còn bé  nụ cười xinh vừa hé  để vòng...",57702,51,"Phạm Khánh Hưng",""
5405,"ánh xuân tan","Sáng xuân vàng lộc vươn sắc biếc  nhìn thế nhân…",53667,35,"Hoài Phương",""
5406,"có một ngày","Có một ngày muôn sao giăng lấp lánh  có một ngày trăng sáng rọi lòng ta...",56024,45,"Lam Trường",""
5407,"lê quý đôn","Đời vua Lê năm Bính Ngọ  tại Diên Hà...",55021,41,"Nguyễn Tiến Hưng",""
5408,"một thời tuổi hoa","Tuổi hoa đến lớp  chân rộn vang  miệng cười khúc khích...",55039,41,"Đậu Kinh Luân",""
5409,"nước mắt mùa đông","Ngồi trên cát  ánh nắng dịu dàng ấm áp...",55094,41,"Nguyễn Đình Vũ",""
5410,"theo trần quốc toản ra quân","Cờ thắm tung bay chiêng trống rền trận tiền  ngựa hí vang rền...",54578,39,"Đắc Nhẫn",""
5411,"thôi ta xa nhau","Em em đã hết tin anh…",50492,29,"Nhạc ngoại",""
5412,"rượu cưới ngày xuân 1","Tết quê mình năm nay…",51409,29,"Cổ nhạc: Hùng Dũng",""
5413,"cảm giác đã từng yêu","Con tim này như đang bảo anh hãy đi nhưng đôi bàn tay...",55236,42,"Lương Bằng Quang",""
5414,"cho quên thú đau thương","Cho tôi quên đi…",50386,29,"Nhạc Pháp",""
5415,"mỗi độ hè sang","Mùa hè đến cánh phượng giăng mắc lối đi…",52525,29,"Lê Hoàng Chung",""
5416,"nguyện ước sao băng","Em yêu anh nhiều không cớ sao lòng anh mong chờ...",53923,36,"Nguyễn Hồng Thuận",""
5417,"cánh cò quê","Quê mẹ ơi sao đồng xanh thế  cánh cò ơi sao lả lơi thế…",55988,45,"Phạm Lê Quân",""
5418,"cơn gió buồn mùa đông","Trời đã vào đông anh nghe tình chết trong lòng  chiều tím mênh mông…",56034,45,"Quốc Vượng",""
5419,"một người quên một người đau","Chuyện tình ta khi xưa say đắm ...",51867,29,"Nhạc Hoa",""
5420,"mưa rơi cuối tuần","Hôm nay phố vui tối cuối tuần xôn xao đón đưa…",53588,34,"Hoàng Bách",""
5421,"nguyện cầu","Lắng nghe cung đàn điệu buồn sao oán than tưởng chia tay …",53597,34,"Thanh Sơn",""
5422,"sáng rừng","Rừng xanh lên bao sức sống  ú ù ú u  ngàn cây xôn xao…",52811,30,"Phạm Đình Chương",""
5423,"vũng lầy của chúng ta","Theo em xuống phố trưa nay đang còn chất ngất cơn say Theo em...",58214,52,"Lê Uyên Phương",""
5424,"cánh hồng","Nhẹ lắm từng nụ hoa mong manh sắc hồng...",53109,31,"Bảo Lan",""
5425,"hạnh phúc bên đời","Này người yêu hỡi ta nắm tay nhau đi suốt cuộc đời...",55321,42,"Nguyễn Bình",""
5426,"mong chờ mãi mình em","Bài tình ca anh viết nói cùng em trái tim này…",55871,44,"Nguyễn Văn Chung",""
5427,"người yêu và con chim sâu nhỏ","Ô kìa con chim sâu nhỏ lại đây chim ơi chim ơi...",56499,46,"Phạm Thế Mỹ",""
5428,"phố núi tình yêu","Bao năm đi xa anh trở về đây anh đang ngơ ngác giữa lòng phố lạ...",54818,40,"Đức Trịnh",""
5429,"sẽ mãi bên anh","Yeah… Này baby… Đừng xa cho anh luôn luôn chờ mong...",55112,41,"Trương Thanh Hiếu",""
5430,"thiên thần nhỏ bé","Hơ hơ hơ...ban mai tìm đến  lung linh giọt sương trên cánh hoa...",53952,36,"Anh Tuấn",""
5431,"phố vắng mùa đông","Chuyện tình yêu ngày tháng phai mờ...",57159,48,"Minh Khang",""
5432,"lối thoát","Mọi vật đen như chốn sâu... sau đám mây mịt mờ Đợi mặt...",57821,51,"Microwave",""
5433,"dạ khúc mùa đông","Một làn gió mùa đông tình cờ vừa ghé qua đây...",55732,44,"Quang Đức",""
5434,"phố thương","Trở về nơi đây khi hoàng hôn rơi cuối ngày...",52672,30,"Tiến Luân  ",""
5435,"tiếc thu","Chiều tàn mây thu man mác buồn vương...",55648,43,"Hoàng Dương",""
5436,"cơn bão nghiêng đêm","Cơn bão nghiêng đêm cây gãy cành lá bay",57288,49,"Thanh Tùng",""
5437,"anh đã trông chờ hư vô","Phía cuối con phố dài  ở nơi đoạn đường rẽ hai Một người...",58377,53,"Mr. Siro",""
5438,"em gái hà tiên","Hà Tiên ơi đất đẹp ngàn đời…",50235,29,"Y Vân",""
5439,"gọi tình (gọi lời yêu thương)","Gọi nắng lên rồi  gọi gió trên đồi  gọi ngàn hoa khoe sắc thắm...",55511,43,"Minh Châu",""
5440,"kỷ niệm thân thương","Mai đã xa rồi lớp học ơi thân thương...",53891,36,"Nguyễn Minh Phương",""
5441,"lửa tình","Lửa bập bùng bập bùng cháy trong màn đêm...",51866,29,"Mai Thu Sơn",""
5442,"ngày mai xa cách","Hoàng hôn buông xuống đàn ngân tiếng nghe phôi pha...",53915,36,"Minh Vy",""
5443,"nhạc khúc cho tình yêu","Như là thiên thần mang tình yêu đến đây...",55071,41,"Kỳ Phương",""
5444,"như giấc mơ đầu","Ngày tháng dẫu như một giấc mơ  tình là sóng xua tan…",52802,30,"Nguyễn Đình Nguyên",""
5445,"nói với anh","Ngồi trong đêm em đợi anh và trái tim em làm tổ giữa đời anh…",56516,46,"Trọng Đài",""
5446,"phố cũ mưa rơi","Những góc phố cũ không đèn  là lối vẫn hay chờ nhau…",52804,30,"Hoài Phương",""
5447,"tình yêu của nội","Như tàng cây cho bóng mát cuộc đời  nội cho chúng con hạnh phúc...",54591,39,"Vĩnh Khôi",""
5448,"tự hào đi lên ôi việt nam","Ta đứng đầu ngọn sóng ư…",50794,29,"Chu Minh  ",""
5449,"nơi bờ cát trắng","Anh mang những kỷ niệm cũ giấu nơi chân trời xa ấy...",57149,48,"Bảo Thạch",""
5450,"âm vang hoa lư","Một miền đất núi dang tay ôm rừng cây cổ đại...",54158,38,"Xuân Tiến",""
5451,"ánh sáng","Khép lại  khép lại  khép lại màn đêm u ám quanh tôi...",54385,39,"Thủy Tiên",""
5452,"bắt đầu yêu","Tôi say sưa tìm hòa âm…",50573,29,"Đoàn Xuân Mỹ",""
5453,"ngày xa em","Một ngày xa em lòng anh thật buồn...",53179,31,"Duy Mạnh",""
5454,"nơi cuối chân trời","Da da da… Có những con sông trôi êm tháng ngày…",56169,45,"Đức Trí",""
5455,"sức trẻ thành phố anh hùng","Dưới cờ Đoàn thanh niên  ta đi vào kỷ nguyên mới...",53050,30,"Viết Duy",""
5456,"khúc ru tình của biển","Từ lâu mỗi khi buồn lòng cứ muốn quay về với biển...",57069,48,"Đức An",""
5457,"vui và buồn","Từ khi em ra đi một mình anh cứ âm thầm",57678,50,"Khánh Đơn",""
5458,"đêm chia xa","Đêm chia xa âm vang tiếng hát...",50243,29,"Quốc Dũng",""
5459,"đôi ngả","Ngày nao ta quen biết nhau  để rồi đời chia đôi ngả…",52891,30,"Nguyễn Hữu Thiết",""
5460,"khúc tình ca xứ huế","Hoàng hôn rơi ngơ ngẩn hàng thùy dương lạnh lùng...",54758,40,"Trần Đình Quân",""
5461,"thế giới của trẻ em","Thế giới này là thế giới của trẻ em  không đói nghèo…",56572,46,"Trần Huân",""
5462,"xin người thứ tha","Từng ngày qua ta đã đi xa thật xa...",53513,33,"Duy Mạnh",""
5463,"cây cầu dừa 2","Thuở thiếu thời vui lắm ai ơi em đâu rồi...",51702,29,"Cổ nhạc: Huỳnh Nguyên",""
5464,"nhớ mong","Đi bên nhau khẽ hát vu vơ bài ca tình yêu...",57139,48,"Nguyễn Hoàng Duy",""
5465,"phút đầu tiên","Từ phút đôi ta gặp nhau anh đã biết rằng Tự anh...",58565,53,"Khắc Việt",""
5466,"bài ca đại việt","Chào Hoa Lư ta dời về Thăng Long…",54390,39,"Thế Bảo",""
5467,"bài ca sinh viên tại chức","Từ nhiều nơi ta về đây  nhiều ngành riêng hợp về đây…",52150,29,"Trần Quốc Hùng",""
5468,"cánh thư trời xa","Từ ngàn trùng xa con gởi thư về thăm đất mẹ...",52874,30,"Hoàng Phương",""
5469,"chào việt nam thênh thang mùa xuân","Hờ hơ hơ hờ…Chào mùa xuân mùa xuân mới đã đến rồi...",54003,37,"An Thuyên",""
5470,"công cha","Công cha cao như núi Thái Sơn cao vời vợi  ơn cha…",52173,29,"Sông Trà",""
5471,"đắm say tình đầu","Tình đầu như trong giấc mơ  tình đầu vương bao ý thơ…",56347,46,"Quốc An",""
5472,"đoàn lữ nhạc","Ra đi khắp nơi xa vời  gió bốn phương kìa gió bốn phương…",55591,43,"Đỗ Nhuận",""
5473,"đôi ngả đôi ta","Một đêm trăng sáng...",50221,29,"Trần Thiện Thanh",""
5474,"ngày xưa yêu dấu","Em nghe bâng khuâng ngày xưa đến thật gần…",52658,30,"Hoài An",""
5475,"ngõ cụt","Đường mịt mờ từng ngày nằm mơ phía tít xa kia  đâu ai ngờ...",54527,39,"Nguyễn Hải Phong",""
5476,"sơn tinh thuỷ tinh","Sử vàng ghi chép  ngày trước Hùng Vương có nàng công chúa...",55417,42,"Phan Quang Định",""
5477,"truyền thuyết phù đổng thiên vương","Đời Hùng Vương thứ sáu  bọn giặc Ân đánh chiếm nước Nam ta...",55453,42,"Chương Đức",""
5478,"bàn tay năm ngón","Bàn tay năm ngón xinh thật là xinh ...",52458,29,"Sông Trà - Thân Lộc",""
5479,"khúc hát tương tư","Lệ tràn theo khúc hát tương tư  anh đến rồi đi chẳng giã từ...",52962,30,"Viễn Châu",""
5480,"đi ngược chiều thương","Có lẽ khi ta đi ngang qua nhau anh vô hình Có lẽ...",58095,52,"Nguyễn Văn Chung",""
5481,"đêm qua em mơ thấy anh","Đêm qua em mơ thấy anh...về bên em nhé anh...",54212,38,"Huy Tuấn",""
5482,"rồi như đá ngây ngô","Đôi khi nắng qua mái hiên…",50728,29,"Trịnh Công Sơn",""
5483,"tình đắn đo","Kìa lạnh lùng chi hỡi anh  tình nào chỉ phút giây  cớ sao mãi u buồn…",55434,42,"Minh Vy",""
